,id,y
327,327,0.0
328,328,0.02
329,329,0.01
330,330,0.19
331,331,0.47
332,332,0.0
333,333,0.09
334,334,0.01
335,335,0.0
336,336,0.01
337,337,0.0
338,338,0.04
339,339,0.0
340,340,0.04
341,341,0.25
342,342,0.0
343,343,0.05
344,344,0.19
345,345,0.08
346,346,0.01
347,347,0.0
348,348,0.19
349,349,0.0
350,350,0.06
351,351,0.15
352,352,0.05
353,353,0.04
354,354,0.26
355,355,0.1
356,356,0.05
357,357,0.06
358,358,0.12
359,359,0.01
360,360,0.16
361,361,0.0
362,362,0.0
363,363,0.0
364,364,0.04
365,365,0.14
366,366,0.0
367,367,0.0
368,368,0.07
369,369,0.12
370,370,0.0
371,371,0.51
372,372,0.13
373,373,0.22
374,374,0.21
375,375,0.0
376,376,0.05
377,377,0.12
378,378,0.23
379,379,0.0
380,380,0.05
381,381,0.07
382,382,0.0
383,383,0.01
384,384,0.0
385,385,0.19
386,386,0.05
387,387,0.11
388,388,0.0
389,389,0.0
390,390,0.03
391,391,0.12
392,392,0.07
393,393,0.24
394,394,0.02
395,395,0.0
396,396,0.34
397,397,0.01
398,398,0.03
399,399,0.15
400,400,0.0
401,401,0.15
402,402,0.38
403,403,0.1
404,404,0.03
405,405,0.15
406,406,0.07
407,407,0.0
408,408,0.07
409,409,0.07
410,410,0.22
411,411,0.07
412,412,0.07
413,413,0.01
414,414,0.07
415,415,0.08
416,416,0.02
417,417,0.0
418,418,0.0
419,419,0.03
420,420,0.0
421,421,0.0
422,422,0.06
423,423,0.2
424,424,0.0
425,425,0.21
426,426,0.0
427,427,0.06
428,428,0.08
429,429,0.07
430,430,0.05
431,431,0.01
432,432,0.01
433,433,0.02
434,434,0.24
435,435,0.24
436,436,0.01
437,437,0.0
438,438,0.0
439,439,0.0
440,440,0.06
441,441,0.01
442,442,0.0
443,443,0.0
444,444,0.07
445,445,0.07
446,446,0.02
447,447,0.36
448,448,0.0
449,449,0.03
450,450,0.13
451,451,0.02
452,452,0.07
453,453,0.03
454,454,0.15
455,455,0.06
456,456,0.1
457,457,0.41
458,458,0.0
459,459,0.0
460,460,0.31
461,461,0.05
462,462,0.02
463,463,0.0
464,464,0.0
465,465,0.0
466,466,0.0
467,467,0.0
468,468,0.0
469,469,0.03
470,470,0.03
471,471,0.0
472,472,0.0
473,473,0.0
474,474,0.1
475,475,0.08
476,476,0.31
477,477,0.01
478,478,0.12
479,479,0.0
480,480,0.09
481,481,0.13
482,482,0.02
483,483,0.0
484,484,0.06
485,485,0.18
486,486,0.01
487,487,0.3
488,488,0.92
489,489,0.1
490,490,0.06
491,491,0.05
492,492,0.06
493,493,0.04
494,494,0.01
495,495,0.35
496,496,0.02
497,497,0.03
498,498,0.24
499,499,0.05
500,500,0.02
501,501,0.0
502,502,0.13
503,503,0.03
504,504,0.0
505,505,0.22
506,506,0.03
507,507,0.04
508,508,0.0
509,509,0.0
510,510,0.05
511,511,0.0
512,512,0.22
513,513,0.12
514,514,0.0
515,515,0.04
516,516,0.1
517,517,0.0
518,518,0.05
519,519,0.01
520,520,0.0
521,521,0.3
522,522,0.13
523,523,0.07
524,524,0.03
525,525,0.07
526,526,0.0
527,527,0.06
528,528,0.1
529,529,0.0
530,530,0.03
531,531,0.04
532,532,0.1
533,533,0.09
534,534,0.0
535,535,0.33
536,536,0.33
537,537,0.07
538,538,0.0
539,539,0.09
540,540,0.03
541,541,0.02
542,542,0.41
543,543,0.01
544,544,0.01
545,545,0.25
546,546,0.02
547,547,0.04
548,548,0.0
549,549,0.07
550,550,0.0
551,551,0.0
552,552,0.0
553,553,0.0
554,554,0.04
555,555,0.01
556,556,0.17
557,557,0.02
558,558,0.01
559,559,0.0
560,560,0.02
561,561,0.09
562,562,0.0
563,563,0.02
564,564,0.0
565,565,0.06
566,566,0.02
567,567,0.0
568,568,0.08
569,569,0.05
570,570,0.15
571,571,0.0
572,572,0.0
573,573,0.05
574,574,0.0
575,575,0.0
576,576,0.08
577,577,0.0
578,578,0.07
579,579,0.09
580,580,0.16
581,581,0.01
582,582,0.0
583,583,0.0
584,584,0.0
585,585,0.22
586,586,0.02
587,587,0.04
588,588,0.15
589,589,0.0
590,590,0.01
591,591,0.04
592,592,0.04
593,593,0.03
594,594,0.0
595,595,0.07
596,596,0.0
597,597,0.1
598,598,0.04
599,599,0.03
600,600,0.0
601,601,0.01
602,602,0.04
603,603,0.04
604,604,0.89
605,605,0.23
606,606,0.02
607,607,0.11
608,608,0.06
609,609,0.01
610,610,0.08
611,611,0.01
612,612,0.0
613,613,0.03
614,614,0.04
615,615,0.02
616,616,0.01
617,617,0.0
618,618,0.07
619,619,0.02
620,620,0.02
621,621,0.19
622,622,0.0
623,623,0.51
624,624,0.12
625,625,0.09
626,626,0.01
627,627,0.0
628,628,0.04
629,629,0.03
630,630,0.0
631,631,0.03
632,632,0.22
633,633,0.38
634,634,0.0
635,635,0.27
636,636,0.05
637,637,0.02
638,638,0.06
639,639,0.03
640,640,0.04
641,641,0.06
642,642,0.0
643,643,0.14
644,644,0.05
645,645,0.29
646,646,0.0
647,647,0.34
648,648,0.01
649,649,0.01
650,650,0.11
651,651,0.0
652,652,0.02
653,653,0.0
654,654,0.15
655,655,0.11
656,656,0.18
657,657,0.08
658,658,0.01
659,659,0.01
660,660,0.0
661,661,0.9
662,662,0.02
663,663,0.11
664,664,0.07
665,665,0.03
666,666,0.0
667,667,0.06
668,668,0.18
669,669,0.02
670,670,0.04
671,671,0.09
672,672,0.09
673,673,0.06
674,674,1.0
675,675,0.06
676,676,0.0
677,677,0.0
678,678,0.02
679,679,0.07
680,680,0.06
681,681,0.07
682,682,0.0
683,683,0.05
684,684,0.17
685,685,0.02
686,686,0.0
687,687,0.02
688,688,0.37
689,689,0.14
690,690,0.01
691,691,0.02
692,692,0.04
693,693,0.03
694,694,0.0
695,695,0.01
696,696,0.15
697,697,0.2
698,698,0.19
699,699,0.06
700,700,0.05
701,701,0.03
702,702,0.02
703,703,0.0
704,704,0.0
705,705,0.0
706,706,0.55
707,707,0.01
708,708,0.1
709,709,0.02
710,710,0.02
711,711,0.29
712,712,0.14
713,713,0.04
714,714,0.12
715,715,0.05
716,716,0.01
717,717,0.01
718,718,0.02
719,719,0.01
720,720,0.0
721,721,0.0
722,722,0.0
723,723,0.0
724,724,0.33
725,725,0.1
726,726,0.11
727,727,0.03
728,728,0.01
729,729,0.38
730,730,0.24
731,731,0.06
732,732,0.2
733,733,0.07
734,734,0.05
735,735,0.0
736,736,0.04
737,737,0.24
738,738,0.02
739,739,0.13
740,740,0.0
741,741,0.04
742,742,0.0
743,743,0.0
744,744,0.07
745,745,0.05
746,746,0.1
747,747,0.19
748,748,0.0
749,749,0.08
750,750,0.13
751,751,0.01
752,752,0.0
753,753,0.0
754,754,0.05
755,755,0.03
756,756,0.08
757,757,0.02
758,758,0.11
759,759,0.0
760,760,0.02
761,761,0.13
762,762,0.0
763,763,0.02
764,764,0.02
765,765,0.31
766,766,0.0
767,767,0.04
768,768,0.11
769,769,0.0
770,770,0.04
771,771,0.05
772,772,0.04
773,773,0.0
774,774,0.0
775,775,0.07
776,776,0.09
777,777,0.0
778,778,0.02
779,779,0.32
780,780,0.03
781,781,0.07
782,782,0.01
783,783,0.08
784,784,0.21
785,785,0.02
786,786,0.59
787,787,0.0
788,788,0.0
789,789,0.0
790,790,0.01
791,791,0.17
792,792,0.1
793,793,0.0
794,794,0.0
795,795,0.24
796,796,0.05
797,797,0.24
798,798,0.09
799,799,0.04
800,800,0.04
801,801,0.02
802,802,0.04
803,803,0.02
804,804,0.0
805,805,0.02
806,806,0.11
807,807,0.6
808,808,0.04
809,809,0.22
810,810,0.02
811,811,0.01
812,812,0.07
813,813,0.07
814,814,0.18
815,815,0.04
816,816,0.0
817,817,0.33
818,818,0.0
819,819,0.0
820,820,0.0
821,821,0.14
822,822,0.51
823,823,0.02
824,824,0.0
825,825,0.01
826,826,0.0
827,827,0.19
828,828,0.08
829,829,0.28
830,830,0.08
831,831,0.19
832,832,0.0
833,833,0.15
834,834,0.0
835,835,0.0
836,836,0.12
837,837,0.22
838,838,0.0
839,839,0.05
840,840,0.74
841,841,0.0
842,842,0.04
843,843,0.02
844,844,0.0
845,845,0.0
846,846,0.0
847,847,0.1
848,848,0.0
849,849,0.1
850,850,0.06
851,851,0.03
852,852,0.18
853,853,0.0
854,854,0.01
855,855,0.09
856,856,0.02
857,857,0.01
858,858,0.04
859,859,0.04
860,860,0.18
861,861,0.03
862,862,0.05
863,863,0.13
864,864,0.49
865,865,0.01
866,866,0.06
867,867,0.01
868,868,0.22
869,869,0.03
870,870,0.13
871,871,0.06
872,872,0.05
873,873,0.14
874,874,0.0
875,875,0.02
876,876,0.0
877,877,0.14
878,878,0.13
879,879,0.12
880,880,0.0
881,881,0.0
882,882,0.04
883,883,0.01
884,884,0.0
885,885,0.17
886,886,0.01
887,887,0.0
888,888,0.07
889,889,0.21
890,890,0.11
891,891,0.02
892,892,0.0
893,893,0.33
894,894,0.0
895,895,0.0
896,896,0.17
897,897,0.22
898,898,0.0
899,899,0.03
900,900,0.2
901,901,0.06
902,902,0.24
903,903,0.05
904,904,0.03
905,905,0.05
906,906,0.04
907,907,0.16
908,908,0.38
909,909,0.0
910,910,0.0
911,911,0.01
912,912,0.08
913,913,0.04
914,914,0.01
915,915,0.03
916,916,0.0
917,917,0.0
918,918,0.0
919,919,0.24
920,920,0.2
921,921,0.0
922,922,0.13
923,923,0.0
924,924,0.04
925,925,0.16
926,926,0.07
927,927,0.0
928,928,0.58
929,929,0.04
930,930,0.01
931,931,0.12
932,932,0.08
933,933,0.0
934,934,0.21
935,935,0.0
936,936,0.01
937,937,0.15
938,938,0.08
939,939,0.08
940,940,0.09
941,941,0.01
942,942,0.04
943,943,0.03
944,944,0.03
945,945,0.04
946,946,0.09
947,947,0.01
948,948,0.41
949,949,0.01
950,950,0.06
951,951,0.0
952,952,0.25
953,953,0.0
954,954,0.07
955,955,0.02
956,956,0.12
957,957,0.01
958,958,0.08
959,959,0.06
960,960,0.97
961,961,0.09
962,962,0.04
963,963,0.11
964,964,0.12
965,965,0.0
966,966,0.05
967,967,0.01
968,968,0.04
969,969,0.16
970,970,0.16
971,971,0.01
972,972,0.06
973,973,0.01
974,974,0.14
975,975,0.0
976,976,0.0
977,977,0.15
978,978,0.0
979,979,0.0
980,980,0.24
981,981,0.23
982,982,0.01
983,983,0.14
984,984,0.0
985,985,0.18
986,986,0.23
987,987,0.17
988,988,0.0
989,989,0.02
990,990,0.3
991,991,0.0
992,992,0.03
993,993,0.0
994,994,0.17
995,995,0.19
996,996,0.03
997,997,0.0
998,998,0.07
999,999,0.0
1000,1000,0.13
1001,1001,0.45
1002,1002,0.02
1003,1003,0.27
1004,1004,0.03
1005,1005,0.13
1006,1006,0.03
1007,1007,0.0
1008,1008,0.0
1009,1009,0.14
1010,1010,0.08
1011,1011,0.5
1012,1012,0.17
1013,1013,0.0
1014,1014,0.01
1015,1015,0.03
1016,1016,0.07
1017,1017,0.0
1018,1018,0.06
1019,1019,0.01
1020,1020,0.02
1021,1021,0.93
1022,1022,0.04
1023,1023,0.0
1024,1024,0.14
1025,1025,0.0
1026,1026,0.12
1027,1027,0.04
1028,1028,0.01
1029,1029,0.01
1030,1030,0.11
1031,1031,0.04
1032,1032,0.05
1033,1033,0.02
1034,1034,0.15
1035,1035,0.0
1036,1036,0.01
1037,1037,0.0
1038,1038,0.0
1039,1039,0.02
1040,1040,0.1
1041,1041,0.04
1042,1042,0.02
1043,1043,0.14
1044,1044,0.06
1045,1045,0.01
1046,1046,0.02
1047,1047,0.0
1048,1048,0.0
1049,1049,0.0
1050,1050,0.04
1051,1051,0.01
1052,1052,0.15
1053,1053,0.11
1054,1054,0.0
1055,1055,0.0
1056,1056,0.17
1057,1057,0.05
1058,1058,0.03
1059,1059,0.04
1060,1060,0.01
1061,1061,0.0
1062,1062,0.01
1063,1063,0.0
1064,1064,0.02
1065,1065,0.04
1066,1066,0.04
1067,1067,0.09
1068,1068,0.13
1069,1069,0.62
1070,1070,0.02
1071,1071,0.0
1072,1072,0.04
1073,1073,0.0
1074,1074,0.04
1075,1075,0.04
1076,1076,0.06
1077,1077,0.28
1078,1078,0.0
1079,1079,0.51
1080,1080,0.11
1081,1081,0.0
1082,1082,0.1
1083,1083,0.01
1084,1084,0.0
1085,1085,0.11
1086,1086,0.03
1087,1087,0.0
1088,1088,0.0
1089,1089,0.02
1090,1090,0.01
1091,1091,0.04
1092,1092,0.0
1093,1093,0.08
1094,1094,0.0
1095,1095,0.08
1096,1096,0.06
1097,1097,0.12
1098,1098,0.1
1099,1099,0.07
1100,1100,0.01
1101,1101,0.18
1102,1102,0.36
1103,1103,0.01
1104,1104,0.04
1105,1105,0.14
1106,1106,0.86
1107,1107,0.12
1108,1108,0.0
1109,1109,0.01
1110,1110,0.62
1111,1111,0.18
1112,1112,0.0
1113,1113,0.38
1114,1114,0.0
1115,1115,0.08
1116,1116,0.06
1117,1117,0.01
1118,1118,0.34
1119,1119,0.19
1120,1120,0.0
1121,1121,0.22
1122,1122,0.0
1123,1123,0.03
1124,1124,0.09
1125,1125,0.23
1126,1126,0.05
1127,1127,0.04
1128,1128,0.03
1129,1129,0.23
1130,1130,0.04
1131,1131,0.0
1132,1132,0.14
1133,1133,0.0
1134,1134,0.01
1135,1135,0.19
1136,1136,0.1
1137,1137,0.0
1138,1138,0.36
1139,1139,0.1
1140,1140,0.09
1141,1141,0.06
1142,1142,0.0
1143,1143,0.14
1144,1144,0.04
1145,1145,0.27
1146,1146,0.04
1147,1147,0.11
1148,1148,0.06
1149,1149,0.09
1150,1150,0.01
1151,1151,0.93
1152,1152,0.32
1153,1153,0.15
1154,1154,0.06
1155,1155,0.07
1156,1156,0.02
1157,1157,0.0
1158,1158,0.01
1159,1159,0.14
1160,1160,0.07
1161,1161,0.11
1162,1162,0.03
1163,1163,0.03
1164,1164,0.0
1165,1165,0.14
1166,1166,0.09
1167,1167,0.16
1168,1168,0.0
1169,1169,0.0
1170,1170,0.0
1171,1171,0.0
1172,1172,0.01
1173,1173,0.02
1174,1174,0.0
1175,1175,0.11
1176,1176,0.31
1177,1177,0.1
1178,1178,0.15
1179,1179,0.02
1180,1180,0.05
1181,1181,0.02
1182,1182,0.12
1183,1183,0.02
1184,1184,0.99
1185,1185,0.01
1186,1186,0.0
1187,1187,0.0
1188,1188,0.2
1189,1189,0.0
1190,1190,0.03
1191,1191,0.01
1192,1192,0.02
1193,1193,0.2
1194,1194,0.0
1195,1195,0.0
1196,1196,0.01
1197,1197,0.02
1198,1198,0.2
1199,1199,0.07
1200,1200,0.08
1201,1201,0.36
1202,1202,0.04
1203,1203,0.08
1204,1204,0.04
1205,1205,0.0
1206,1206,0.08
1207,1207,0.02
1208,1208,0.01
1209,1209,0.0
1210,1210,0.21
1211,1211,0.0
1212,1212,0.01
1213,1213,0.0
1214,1214,0.01
1215,1215,0.0
1216,1216,0.93
1217,1217,0.07
1218,1218,0.14
1219,1219,0.17
1220,1220,0.1
1221,1221,0.01
1222,1222,0.04
1223,1223,0.48
1224,1224,0.07
1225,1225,0.07
1226,1226,0.0
1227,1227,0.01
1228,1228,0.01
1229,1229,0.0
1230,1230,0.74
1231,1231,0.03
1232,1232,0.01
1233,1233,0.34
1234,1234,0.0
1235,1235,0.02
1236,1236,0.03
1237,1237,0.03
1238,1238,0.0
1239,1239,0.12
1240,1240,0.17
1241,1241,0.01
1242,1242,0.23
1243,1243,0.06
1244,1244,0.05
1245,1245,0.15
1246,1246,0.03
1247,1247,0.12
1248,1248,0.0
1249,1249,0.0
1250,1250,0.04
1251,1251,0.02
1252,1252,0.25
1253,1253,0.09
1254,1254,0.04
1255,1255,0.09
1256,1256,0.0
1257,1257,0.04
1258,1258,0.2
1259,1259,0.0
1260,1260,0.16
1261,1261,0.0
1262,1262,0.05
1263,1263,0.24
1264,1264,0.03
1265,1265,0.0
1266,1266,0.04
1267,1267,0.09
1268,1268,0.43
1269,1269,0.11
1270,1270,0.04
1271,1271,0.0
1272,1272,0.03
1273,1273,0.08
1274,1274,0.02
1275,1275,0.02
1276,1276,0.01
1277,1277,0.0
1278,1278,0.0
1279,1279,0.05
1280,1280,0.1
1281,1281,0.02
1282,1282,0.07
1283,1283,0.06
1284,1284,0.35
1285,1285,0.02
1286,1286,0.39
1287,1287,0.0
1288,1288,0.23
1289,1289,0.08
1290,1290,0.04
1291,1291,0.0
1292,1292,0.1
1293,1293,0.04
1294,1294,0.32
1295,1295,0.2
1296,1296,0.01
1297,1297,0.05
1298,1298,0.01
1299,1299,0.0
1300,1300,0.06
1301,1301,0.0
1302,1302,0.01
1303,1303,0.08
1304,1304,0.0
1305,1305,0.0
1306,1306,0.0
1307,1307,0.0
1308,1308,0.0
1309,1309,0.08
1310,1310,0.16
1311,1311,0.02
1312,1312,0.03
1313,1313,0.02
1314,1314,0.03
1315,1315,0.07
1316,1316,0.06
1317,1317,0.08
1318,1318,0.31
1319,1319,0.08
1320,1320,0.16
1321,1321,0.15
1322,1322,0.01
1323,1323,0.01
1324,1324,0.06
1325,1325,0.11
1326,1326,0.0
1327,1327,0.03
1328,1328,0.07
1329,1329,0.06
1330,1330,0.06
1331,1331,0.04
1332,1332,0.02
1333,1333,0.19
1334,1334,0.0
1335,1335,0.17
1336,1336,0.0
1337,1337,0.02
1338,1338,0.0
1339,1339,0.0
1340,1340,0.15
1341,1341,0.09
1342,1342,0.0
1343,1343,0.04
1344,1344,0.03
1345,1345,0.0
1346,1346,0.02
1347,1347,0.19
1348,1348,0.0
1349,1349,0.0
1350,1350,0.07
1351,1351,0.0
1352,1352,0.03
1353,1353,0.23
1354,1354,0.1
1355,1355,0.21
1356,1356,0.21
1357,1357,0.0
1358,1358,0.06
1359,1359,0.0
1360,1360,0.17
1361,1361,0.0
1362,1362,0.22
1363,1363,0.05
1364,1364,0.03
1365,1365,0.01
1366,1366,0.01
1367,1367,0.01
1368,1368,0.02
1369,1369,0.12
1370,1370,0.04
1371,1371,0.02
1372,1372,0.06
1373,1373,0.13
1374,1374,0.0
1375,1375,0.02
1376,1376,0.0
1377,1377,0.02
1378,1378,0.0
1379,1379,0.2
1380,1380,0.06
1381,1381,0.0
1382,1382,0.04
1383,1383,0.13
1384,1384,0.01
1385,1385,0.05
1386,1386,0.08
1387,1387,0.01
1388,1388,0.21
1389,1389,0.1
1390,1390,0.09
1391,1391,0.07
1392,1392,0.05
1393,1393,0.34
1394,1394,0.05
1395,1395,0.49
1396,1396,0.06
1397,1397,0.13
1398,1398,0.02
1399,1399,0.02
1400,1400,0.38
1401,1401,0.0
1402,1402,0.01
1403,1403,0.04
1404,1404,0.63
1405,1405,0.2
1406,1406,0.01
1407,1407,0.0
1408,1408,0.42
1409,1409,0.01
1410,1410,0.07
1411,1411,0.05
1412,1412,0.51
1413,1413,0.03
1414,1414,0.01
1415,1415,0.11
1416,1416,0.31
1417,1417,0.11
1418,1418,0.0
1419,1419,0.16
1420,1420,0.18
1421,1421,0.01
1422,1422,0.23
1423,1423,0.0
1424,1424,0.05
1425,1425,0.12
1426,1426,0.0
1427,1427,0.0
1428,1428,0.0
1429,1429,0.13
1430,1430,0.19
1431,1431,0.01
1432,1432,0.16
1433,1433,0.1
1434,1434,0.0
1435,1435,0.16
1436,1436,0.0
1437,1437,0.0
1438,1438,0.0
1439,1439,0.02
1440,1440,0.0
1441,1441,0.0
1442,1442,0.09
1443,1443,0.02
1444,1444,0.1
1445,1445,0.01
1446,1446,0.02
1447,1447,0.09
1448,1448,0.0
1449,1449,0.23
1450,1450,0.19
1451,1451,0.0
1452,1452,0.13
1453,1453,0.01
1454,1454,0.1
1455,1455,0.17
1456,1456,0.11
1457,1457,0.23
1458,1458,0.02
1459,1459,0.27
1460,1460,0.47
1461,1461,0.03
1462,1462,0.01
1463,1463,0.09
1464,1464,0.04
1465,1465,0.0
1466,1466,0.1
1467,1467,0.02
1468,1468,0.05
1469,1469,0.15
1470,1470,0.08
1471,1471,0.0
1472,1472,0.0
1473,1473,0.02
1474,1474,0.0
1475,1475,0.26
1476,1476,0.03
1477,1477,0.1
1478,1478,0.0
1479,1479,0.11
1480,1480,0.0
1481,1481,0.0
1482,1482,0.0
1483,1483,0.24
1484,1484,0.0
1485,1485,0.0
1486,1486,0.0
1487,1487,0.03
1488,1488,0.26
1489,1489,0.61
1490,1490,0.01
1491,1491,0.0
1492,1492,0.15
1493,1493,0.34
1494,1494,0.0
1495,1495,0.05
1496,1496,0.0
1497,1497,0.02
1498,1498,0.0
1499,1499,0.02
1500,1500,0.14
1501,1501,0.19
1502,1502,0.0
1503,1503,0.01
1504,1504,0.1
1505,1505,0.0
1506,1506,0.1
1507,1507,0.06
1508,1508,0.05
1509,1509,0.13
1510,1510,0.39
1511,1511,0.01
1512,1512,0.09
1513,1513,0.01
1514,1514,0.1
1515,1515,0.0
1516,1516,0.0
1517,1517,0.96
1518,1518,0.01
1519,1519,0.1
1520,1520,0.05
1521,1521,0.0
1522,1522,0.03
1523,1523,0.0
1524,1524,0.05
1525,1525,0.02
1526,1526,0.07
1527,1527,0.03
1528,1528,0.06
1529,1529,0.03
1530,1530,0.0
1531,1531,0.01
1532,1532,0.01
1533,1533,0.15
1534,1534,0.0
1535,1535,0.01
1536,1536,0.09
1537,1537,0.04
1538,1538,0.01
1539,1539,0.0
1540,1540,0.06
1541,1541,0.11
1542,1542,0.01
1543,1543,0.05
1544,1544,0.08
1545,1545,0.05
1546,1546,0.13
1547,1547,0.05
1548,1548,0.0
1549,1549,0.2
1550,1550,0.26
1551,1551,0.05
1552,1552,0.06
1553,1553,0.0
1554,1554,0.09
1555,1555,0.01
1556,1556,0.25
1557,1557,0.11
1558,1558,0.0
1559,1559,0.0
1560,1560,0.0
1561,1561,0.27
1562,1562,0.01
1563,1563,0.49
1564,1564,0.11
1565,1565,0.04
1566,1566,0.06
1567,1567,0.0
1568,1568,0.01
1569,1569,0.0
1570,1570,0.28
1571,1571,0.0
1572,1572,0.0
1573,1573,0.22
1574,1574,0.0
1575,1575,0.28
1576,1576,0.1
1577,1577,0.2
1578,1578,0.18
1579,1579,0.11
1580,1580,0.12
1581,1581,0.04
1582,1582,0.11
1583,1583,0.48
1584,1584,0.0
1585,1585,0.0
1586,1586,0.02
1587,1587,0.68
1588,1588,0.03
1589,1589,0.21
1590,1590,0.05
1591,1591,0.02
1592,1592,0.01
1593,1593,0.2
1594,1594,0.0
1595,1595,0.07
1596,1596,0.36
1597,1597,0.0
1598,1598,0.0
