age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,score,pre_total_duration,an_income,total_unknown
-1.1347606172417983,4,2,2,0,92998,0,0,0,5,4,158,2,343,0,3,2.0,0,929980,1
1.794066212896121,5,2,2,0,75155,0,0,0,30,0,101,1,527,0,0,3.0,0,3006200,0
0.3117923120229502,4,1,1,0,43980,0,1,0,18,1,48,2,128,0,3,2.0,0,659700,1
0.1104680412018032,7,1,1,0,87839,0,0,0,3,2,101,1,234,0,0,2.0,0,1229746,0
1.7438373414103445,7,0,1,0,2776,0,0,0,18,1,158,2,130,0,3,2.0,0,102712,1
-0.12649871178607022,4,1,2,0,41311,1,0,2,16,5,64,3,386,0,3,2.0,0,537043,2
1.6551356838702733,9,0,1,0,78740,0,1,0,27,7,121,4,428,0,3,2.0,0,2598420,1
1.1537896267623609,5,1,0,0,79627,0,0,0,30,1,158,1,524,0,3,3.0,0,1751794,1
-0.7393889406091863,0,1,1,0,3245,1,0,0,21,8,1074,1,164,0,3,2.0,0,35695,1
1.5301166797035874,7,1,1,0,89806,0,1,0,9,1,158,2,26,0,3,2.0,0,2604374,1
-0.4069056250257715,6,2,1,0,-3882,0,1,0,7,4,271,4,183,0,3,2.0,0,-46584,1
0.983011478854769,2,1,2,0,42803,1,1,0,4,0,177,2,72,0,3,0.0,0,856060,1
0.8812218861054791,4,1,2,0,40974,0,0,0,20,1,158,1,337,0,3,2.0,0,778506,1
1.1537896267623609,4,1,2,0,87111,1,1,0,6,8,101,3,851,1,0,2.0,101,1916442,0
-0.7393889406091863,9,1,2,0,29444,0,0,0,7,4,271,4,305,0,3,2.0,0,323884,1
1.4006900789382812,3,1,1,0,41193,1,0,2,6,7,138,3,167,0,3,1.0,0,1071018,2
-1.1347606172417983,6,1,1,0,60042,0,1,0,21,8,158,2,741,0,3,2.0,0,600420,1
-0.7393889406091863,9,1,1,0,41775,1,1,0,8,1,158,2,393,0,3,0.0,0,459525,1
-1.1347606172417983,1,2,1,0,39377,1,1,0,18,7,121,1,699,0,3,0.0,0,393770,1
-0.7393889406091863,4,1,2,0,46789,0,0,0,22,1,158,2,677,0,3,2.0,0,514679,1
0.3117923120229502,4,2,2,0,44704,0,0,0,21,8,158,2,114,0,3,2.0,0,670560,1
0.1104680412018032,9,1,1,0,32918,1,0,0,27,7,345,1,664,0,3,1.0,0,460852,1
1.5301166797035874,9,1,2,0,84932,0,0,0,7,4,69,1,713,0,3,2.0,0,2463028,1
0.3117923120229502,7,0,0,0,47753,0,0,0,7,4,126,2,139,1,1,2.0,126,716295,0
1.4006900789382812,2,1,2,0,65739,0,0,0,6,5,177,1,534,0,3,2.0,0,1709214,1
0.3117923120229502,9,1,1,0,29921,1,0,2,16,7,152,1,780,0,3,1.0,0,448815,2
0.1104680412018032,4,1,2,0,66164,1,0,0,27,7,345,1,359,0,3,2.0,0,926296,1
-0.4069056250257715,1,1,0,0,13233,0,0,0,26,1,158,4,278,0,3,2.0,0,158796,1
0.6348810960771532,7,1,1,0,23688,0,0,1,12,4,158,1,754,0,3,2.0,0,402696,1
-1.1347606172417983,7,1,1,0,102038,1,0,2,26,7,121,1,194,0,3,1.0,0,1020380,2
-0.7393889406091863,4,1,2,0,23941,1,0,0,30,2,101,1,160,0,0,2.0,0,263351,0
-1.6066327115718666,1,1,1,0,95026,1,0,2,16,7,345,2,17,0,3,1.0,0,855234,2
-0.7393889406091863,1,1,0,0,67891,1,1,0,17,0,101,3,279,0,3,0.0,0,746801,1
0.3117923120229502,4,1,2,0,9558,1,0,0,27,7,345,2,381,0,3,2.0,0,143370,1
1.6551356838702733,1,1,0,0,48210,0,0,0,4,2,158,2,427,0,3,2.0,0,1590930,1
-1.6066327115718666,10,1,1,0,84726,1,0,0,30,9,101,1,112,2,2,3.0,202,762534,0
1.794066212896121,4,1,3,0,92611,0,0,0,11,7,101,1,536,0,0,2.0,0,3704440,1
0.1104680412018032,1,2,1,0,-2138,1,0,2,15,7,345,2,401,0,3,1.0,0,-29932,2
0.3117923120229502,9,1,1,0,97789,1,0,2,20,5,184,3,526,0,3,1.0,0,1466835,2
-1.1347606172417983,9,1,2,0,60756,1,0,0,14,4,271,1,452,0,3,1.0,0,607560,1
1.5981899045230636,4,1,2,0,37933,0,0,0,18,1,158,1,12,0,3,2.0,0,1175923,1
0.6348810960771532,1,1,1,0,69208,1,0,2,20,5,87,1,425,0,3,1.0,0,1176536,2
-1.1347606172417983,1,2,1,0,26881,0,1,0,7,4,271,1,293,0,3,2.0,0,268810,1
0.6348810960771532,1,2,3,0,31845,1,0,0,28,7,101,2,62,0,0,1.0,0,541365,1
0.6348810960771532,4,1,2,0,71727,1,0,0,17,4,158,1,389,0,3,2.0,0,1219359,1
0.6348810960771532,0,1,1,0,94867,1,0,0,27,7,345,1,457,0,3,2.0,0,1612739,1
0.3117923120229502,4,1,2,0,54936,1,0,0,21,8,121,1,301,0,3,2.0,0,824040,1
0.1104680412018032,1,2,1,0,13364,0,0,0,27,7,69,2,720,0,3,2.0,0,187096,1
0.6348810960771532,4,1,2,0,78672,1,0,0,7,7,101,1,152,0,0,2.0,0,1337424,0
0.1104680412018032,0,2,1,0,-4878,1,0,0,12,7,138,2,119,0,0,2.0,0,-68292,0
-1.1347606172417983,6,1,2,0,53164,0,0,0,7,4,271,3,737,0,3,2.0,0,531640,1
0.6348810960771532,8,2,3,0,22112,0,0,2,20,5,177,1,700,0,3,3.0,0,375904,3
1.794066212896121,5,1,3,0,-630,1,0,0,28,3,101,1,836,0,0,3.0,0,-25200,1
-1.1347606172417983,4,1,2,0,49698,0,0,0,26,1,158,3,710,0,3,2.0,0,496980,1
-0.7393889406091863,9,1,1,0,95909,1,1,2,16,7,259,2,369,0,3,0.0,0,1054999,2
-0.4069056250257715,9,2,1,0,9604,0,0,0,28,4,158,4,221,0,3,2.0,0,115248,1
-0.12649871178607022,4,2,2,0,43216,1,0,0,3,0,101,2,433,0,3,2.0,0,561808,1
1.3483076050756275,1,1,1,0,62073,1,0,1,3,0,14,1,639,1,1,1.0,14,1551825,0
-0.7393889406091863,9,1,1,0,97290,1,0,0,27,7,345,1,27,0,3,1.0,0,1070190,1
-0.12649871178607022,1,2,1,0,12091,0,0,2,25,7,152,1,154,0,3,2.0,0,157183,2
-0.4069056250257715,7,1,3,0,70732,0,0,0,28,0,177,1,811,0,3,2.0,0,848784,2
0.3117923120229502,4,1,2,0,90707,1,0,0,27,7,345,1,83,0,3,2.0,0,1360605,1
-0.7393889406091863,1,2,1,0,8460,1,1,0,18,8,351,2,503,0,0,0.0,0,93060,0
1.3483076050756275,6,0,0,0,44822,1,0,0,15,8,87,1,843,0,0,1.0,0,1120550,0
0.6348810960771532,0,1,1,0,100815,1,0,2,2,5,64,2,423,0,3,2.0,0,1713855,2
-0.4069056250257715,4,2,2,0,1418,0,0,0,8,8,101,1,594,0,3,2.0,0,17016,1
0.6348810960771532,6,1,1,0,50656,1,0,0,27,7,345,2,649,0,3,1.0,0,861152,1
1.794066212896121,2,1,2,0,28696,1,1,0,30,4,66,3,237,0,3,0.0,0,1147840,1
1.1537896267623609,0,1,1,0,1496,1,0,0,20,0,177,1,727,0,3,2.0,0,32912,1
0.1104680412018032,4,1,2,0,31909,1,0,0,27,7,345,2,772,0,3,2.0,0,446726,1
-1.1347606172417983,9,1,1,0,30649,0,0,0,18,1,158,2,753,0,3,2.0,0,306490,1
-0.4069056250257715,1,1,1,0,92650,1,0,0,27,7,121,3,129,0,3,1.0,0,1111800,1
-0.12649871178607022,4,1,1,0,52882,1,0,0,27,7,345,2,726,0,3,2.0,0,687466,1
-0.7393889406091863,4,2,1,0,64402,1,0,0,27,7,345,3,247,0,3,2.0,0,708422,1
0.4848102532382166,0,0,0,0,4024,0,0,0,21,8,132,3,841,0,3,2.0,0,64384,1
0.4848102532382166,1,2,1,0,11474,0,0,0,28,3,158,4,492,0,3,2.0,0,183584,1
1.6551356838702733,1,2,3,0,84298,0,1,2,2,5,612,3,217,0,3,2.0,0,2781834,3
-0.12649871178607022,4,1,2,0,93705,1,0,0,12,7,345,1,500,0,3,2.0,0,1218165,1
-1.1347606172417983,7,1,3,0,64579,0,0,2,20,5,87,1,591,0,3,2.0,0,645790,3
-1.1347606172417983,9,1,3,0,74482,0,0,0,20,8,826,1,277,0,1,2.0,0,744820,1
0.6348810960771532,4,2,2,0,-805,1,0,2,16,7,658,1,481,0,3,2.0,0,-13685,2
-0.12649871178607022,4,2,2,0,35216,0,1,0,18,1,158,1,549,0,3,2.0,0,457808,1
-0.12649871178607022,1,0,0,0,92036,1,0,0,20,0,121,3,340,0,3,1.0,0,1196468,1
-0.7393889406091863,0,2,1,0,98249,1,1,2,26,7,658,2,594,0,3,2.0,0,1080739,2
-1.1347606172417983,3,1,0,0,91444,0,0,2,16,7,152,2,638,0,3,2.0,0,914440,2
0.1104680412018032,7,1,1,0,65764,1,0,2,15,7,152,1,598,0,3,1.0,0,920696,2
-0.7393889406091863,9,2,1,0,62393,1,0,2,26,7,121,2,772,0,3,1.0,0,686323,2
0.983011478854769,0,1,1,0,4190,0,0,2,23,7,152,2,202,0,3,2.0,0,83800,2
-0.7393889406091863,1,1,1,0,81943,1,0,0,27,7,345,1,282,0,3,1.0,0,901373,1
1.5301166797035874,1,1,0,0,89453,0,0,2,6,5,177,2,664,0,3,2.0,0,2594137,2
0.1104680412018032,4,1,1,0,45255,1,0,0,27,7,345,3,540,0,3,2.0,0,633570,1
0.6348810960771532,9,1,1,0,28021,1,1,0,17,7,82,2,358,0,3,0.0,0,476357,1
1.225725007024941,4,0,3,0,85936,0,0,0,18,1,158,2,775,0,3,2.0,0,1976528,2
-0.7393889406091863,9,2,1,0,39516,1,0,0,27,7,345,1,857,0,3,1.0,0,434676,1
-0.7393889406091863,9,1,1,0,11217,1,0,0,6,8,87,1,375,0,0,1.0,0,123387,0
1.225725007024941,9,1,1,0,82745,1,1,2,16,7,658,3,499,0,3,0.0,0,1903135,2
-1.1347606172417983,4,1,2,0,-5166,1,0,0,28,4,271,4,52,0,3,2.0,0,-51660,1
0.6348810960771532,0,0,1,0,30926,1,0,0,27,7,14,2,510,0,3,2.0,0,525742,1
-0.12649871178607022,1,1,1,0,60836,1,0,2,15,7,152,2,195,0,3,1.0,0,790868,2
-0.7393889406091863,1,1,0,0,83180,1,0,0,18,1,158,1,758,0,3,1.0,0,914980,1
-1.1347606172417983,7,1,1,0,43309,1,0,2,26,7,345,1,367,0,3,1.0,0,433090,2
-1.6066327115718666,9,1,2,0,90327,1,0,2,30,7,207,1,555,0,3,1.0,0,812943,2
-1.1347606172417983,9,2,1,0,3153,1,0,2,2,5,87,1,123,0,3,1.0,0,31530,2
0.6348810960771532,2,1,1,0,37974,0,0,0,27,7,177,3,251,0,3,2.0,0,645558,1
-1.1347606172417983,0,1,0,0,-6320,1,1,2,6,5,52,2,505,0,3,2.0,0,-63200,2
1.5301166797035874,9,0,3,0,84765,0,0,0,28,4,158,2,102,0,3,2.0,0,2458185,2
0.983011478854769,0,1,1,0,28561,1,0,2,16,7,152,1,350,0,3,2.0,0,571220,2
1.7243008195538516,1,1,0,0,3648,0,1,2,20,5,177,1,311,0,3,2.0,0,131328,2
-0.4069056250257715,0,1,1,0,82746,1,0,0,27,7,345,1,71,0,3,2.0,0,992952,1
-0.7393889406091863,9,1,1,0,75676,1,0,0,21,0,87,1,833,1,0,1.0,87,832436,0
-1.1347606172417983,0,1,1,0,73667,0,0,2,2,5,117,1,727,0,3,2.0,0,736670,2
1.4910527674134546,7,0,0,0,100631,0,0,0,4,1,67,2,298,0,3,2.0,0,2817668,1
0.1104680412018032,1,2,1,0,46248,1,0,0,17,0,72,1,10,0,3,1.0,0,647472,1
1.3483076050756275,4,0,2,0,67722,1,1,0,18,1,177,1,287,0,3,2.0,0,1693050,1
1.073329999817336,6,1,1,0,27443,0,1,0,13,7,14,4,592,0,3,2.0,0,576303,1
0.3117923120229502,9,1,2,0,11110,1,0,0,27,7,121,1,570,0,3,1.0,0,166650,1
1.225725007024941,5,1,1,0,93729,1,0,2,26,7,259,2,294,0,3,3.0,0,2155767,2
0.3117923120229502,4,1,2,0,1504,1,0,0,17,0,87,1,164,0,3,2.0,0,22560,1
-0.4069056250257715,0,1,1,0,-5982,1,0,0,21,8,101,1,210,1,1,2.0,101,-71784,0
1.5301166797035874,6,1,3,0,52535,0,0,0,5,7,14,1,709,0,3,2.0,0,1523515,2
1.7243008195538516,4,0,3,0,50723,0,0,2,20,5,177,2,194,0,3,2.0,0,1826028,3
-0.4069056250257715,0,2,1,0,14902,1,0,0,3,0,72,1,110,0,3,2.0,0,178824,1
-0.7393889406091863,0,2,1,0,78862,0,0,0,8,0,158,1,728,0,3,2.0,0,867482,1
1.2902513040740649,4,1,2,0,23679,0,0,0,14,1,158,2,462,0,3,2.0,0,568296,1
-0.7393889406091863,1,1,1,0,84797,1,0,2,15,7,152,1,87,0,3,1.0,0,932767,2
0.983011478854769,1,1,1,0,73622,1,0,2,30,7,126,1,693,0,3,1.0,0,1472440,2
-1.1347606172417983,2,1,2,0,53300,0,0,2,8,7,67,2,155,0,3,2.0,0,533000,2
-0.4069056250257715,8,2,1,0,21482,0,0,2,20,5,177,1,91,0,3,3.0,0,257784,2
0.6348810960771532,1,1,1,0,54814,1,0,0,8,7,755,1,628,0,3,1.0,0,931838,1
0.4848102532382166,0,1,1,0,27228,1,0,0,27,7,345,1,719,0,3,2.0,0,435648,1
-0.7393889406091863,1,1,3,0,77672,1,0,1,12,4,158,1,715,0,3,1.0,0,854392,2
-0.7393889406091863,1,2,1,0,-5415,1,0,2,15,7,345,4,631,0,3,1.0,0,-59565,2
1.5301166797035874,6,1,2,0,81485,0,0,0,29,1,158,2,457,0,3,2.0,0,2363065,1
0.983011478854769,3,2,1,0,93127,0,0,0,15,4,158,1,368,0,3,2.0,0,1862540,1
1.5981899045230636,4,0,2,0,43890,0,0,0,8,1,48,2,588,0,3,2.0,0,1360590,1
0.8812218861054791,4,1,2,0,86051,1,0,2,23,7,121,1,648,0,3,2.0,0,1634969,2
-0.7393889406091863,1,1,0,0,34684,0,0,0,13,1,158,2,259,0,3,2.0,0,381524,1
1.5301166797035874,4,1,1,0,10166,1,1,0,4,0,14,2,377,0,3,2.0,0,294814,1
-0.12649871178607022,1,1,1,0,92951,1,0,0,27,7,345,1,442,0,3,1.0,0,1208363,1
1.4006900789382812,1,1,1,0,66238,1,0,0,7,7,82,1,255,0,1,1.0,0,1722188,0
-4.685163607546964,9,2,1,0,67457,1,0,0,7,4,271,2,394,0,3,1.0,0,337285,1
1.4910527674134546,9,1,2,0,11288,0,0,0,18,1,158,2,195,0,3,2.0,0,316064,1
0.1104680412018032,4,0,2,0,69101,1,0,2,26,7,658,2,293,0,3,2.0,0,967414,2
0.8812218861054791,9,1,1,0,99065,1,0,2,16,7,345,1,706,0,3,1.0,0,1882235,2
0.3117923120229502,7,1,2,0,36954,1,0,2,16,7,245,4,309,0,3,1.0,0,554310,2
1.225725007024941,7,1,1,0,53119,0,0,2,16,7,58,1,414,0,3,2.0,0,1221737,2
1.7438373414103445,5,1,1,0,9898,0,0,1,2,5,64,1,764,0,3,3.0,0,366226,1
0.4848102532382166,1,1,0,0,61004,1,0,0,12,7,82,1,705,1,0,1.0,82,976064,0
-0.12649871178607022,1,1,1,0,79109,1,0,2,15,7,345,4,620,0,3,1.0,0,1028417,2
1.4910527674134546,3,2,2,0,-5519,0,0,0,14,1,158,3,336,0,3,2.0,0,-154532,1
-0.7393889406091863,1,1,1,0,9673,1,0,0,27,7,345,1,548,0,3,1.0,0,106403,1
-0.12649871178607022,4,1,1,0,44243,1,0,0,27,7,345,1,412,0,3,2.0,0,575159,1
0.1104680412018032,1,1,1,0,49327,1,0,0,12,7,87,2,170,1,0,1.0,87,690578,0
-0.12649871178607022,1,1,1,0,17403,1,0,0,15,7,345,1,482,0,3,1.0,0,226239,1
-1.1347606172417983,6,1,0,0,91670,0,0,0,4,1,158,2,735,0,3,2.0,0,916700,1
0.983011478854769,1,1,0,0,22549,1,0,0,13,6,555,2,754,2,2,1.0,1110,450980,0
-0.7393889406091863,1,2,1,0,71291,0,1,0,27,7,69,2,598,1,3,2.0,69,784201,1
-0.4069056250257715,7,1,1,0,66359,1,1,2,16,7,152,1,131,0,3,0.0,0,796308,2
-0.7393889406091863,4,1,2,0,21161,1,0,0,4,0,141,2,75,0,3,2.0,0,232771,1
-0.4069056250257715,2,2,2,0,72687,0,0,0,20,7,207,1,161,0,0,2.0,0,872244,0
-0.7393889406091863,1,2,1,0,45746,0,0,0,21,8,158,2,794,0,3,2.0,0,503206,1
-0.7393889406091863,0,1,2,0,94810,1,0,0,27,7,121,3,600,0,3,2.0,0,1042910,1
0.3117923120229502,1,1,1,0,85609,1,0,0,27,7,345,1,291,0,3,1.0,0,1284135,1
-1.1347606172417983,4,1,2,0,94820,1,0,0,18,8,158,2,762,0,3,2.0,0,948200,1
-0.4069056250257715,0,2,1,0,62541,1,1,0,7,4,158,4,658,0,3,2.0,0,750492,1
-0.12649871178607022,1,1,1,0,55937,1,0,0,8,7,755,2,483,0,3,1.0,0,727181,1
-0.7393889406091863,4,2,2,0,37035,0,0,0,17,2,158,1,305,0,3,2.0,0,407385,1
-1.1347606172417983,3,2,1,0,47367,1,0,0,7,4,271,4,383,0,3,1.0,0,473670,1
-0.7393889406091863,7,2,1,0,36685,1,1,0,27,7,121,3,606,0,3,0.0,0,403535,1
-1.6066327115718666,4,1,3,0,78407,0,0,0,17,7,177,2,155,0,3,2.0,0,705663,2
0.1104680412018032,7,0,0,0,68085,1,0,2,8,7,152,2,530,0,3,1.0,0,953190,2
-1.1347606172417983,4,2,2,0,64075,0,0,0,18,1,158,2,479,0,3,2.0,0,640750,1
-2.8536048699595224,0,1,1,0,92725,1,0,0,27,7,345,1,209,0,3,2.0,0,649075,1
0.1104680412018032,4,2,2,0,75508,1,0,0,8,7,345,1,362,0,3,2.0,0,1057112,1
1.225725007024941,3,0,1,0,77518,0,0,0,17,7,121,1,467,0,3,2.0,0,1782914,1
-0.7393889406091863,1,1,0,0,29917,1,1,2,26,7,259,1,733,0,3,0.0,0,329087,2
-1.1347606172417983,9,1,1,0,81367,0,0,0,4,2,158,1,466,0,3,2.0,0,813670,1
-0.7393889406091863,9,1,1,0,94591,1,1,0,27,7,121,3,332,0,3,0.0,0,1040501,1
-0.7393889406091863,9,1,1,0,8092,1,0,0,27,7,345,1,729,0,3,1.0,0,89012,1
-1.1347606172417983,5,1,1,0,99067,1,0,2,26,7,658,1,477,0,3,3.0,0,990670,2
-0.12649871178607022,9,1,1,0,98495,1,0,0,27,7,345,1,838,0,3,1.0,0,1280435,1
-1.1347606172417983,9,1,1,0,8477,0,0,2,16,7,259,2,670,0,3,2.0,0,84770,2
-0.7393889406091863,9,1,2,0,10391,1,1,2,16,7,658,1,9,0,3,0.0,0,114301,2
0.1104680412018032,1,2,1,0,-6783,1,0,0,17,0,87,2,700,1,0,1.0,87,-94962,0
0.3117923120229502,9,1,1,0,19106,1,0,0,27,7,345,2,768,0,3,1.0,0,286590,1
-1.1347606172417983,9,1,1,0,42757,0,0,0,26,1,158,4,819,0,3,2.0,0,427570,1
0.3117923120229502,9,0,2,0,31867,0,0,2,16,7,345,1,404,0,3,2.0,0,478005,2
-0.4069056250257715,1,1,0,0,73806,0,0,0,27,7,14,2,50,0,2,2.0,0,885672,0
0.1104680412018032,4,1,2,0,39645,1,0,0,27,7,345,2,671,0,3,2.0,0,555030,1
-1.1347606172417983,9,2,2,0,101013,0,0,0,8,1,158,1,410,0,3,2.0,0,1010130,1
-0.7393889406091863,9,1,1,0,76159,0,0,0,18,1,48,2,7,0,3,2.0,0,837749,1
0.3117923120229502,9,2,2,0,99126,0,0,0,27,7,121,2,228,0,3,2.0,0,1486890,1
1.7438373414103445,5,1,3,0,20735,0,0,2,30,7,142,1,195,0,3,3.0,0,767195,3
0.3117923120229502,1,1,1,0,7317,1,0,0,27,7,345,1,223,0,3,1.0,0,109755,1
-0.4069056250257715,9,2,1,0,91408,0,0,0,28,4,56,1,784,0,0,2.0,0,1096896,0
-0.4069056250257715,7,1,1,0,28912,1,0,2,16,7,345,4,517,0,3,1.0,0,346944,2
1.5301166797035874,7,1,1,0,55572,0,0,2,2,5,177,1,354,0,3,2.0,0,1611588,2
-0.7393889406091863,9,0,1,0,88825,0,1,0,27,7,121,2,511,0,3,2.0,0,977075,1
-0.4069056250257715,7,1,1,0,71124,1,0,0,27,7,1045,2,245,0,3,1.0,0,853488,1
-0.12649871178607022,0,1,1,0,76575,1,0,0,27,7,345,2,158,0,3,2.0,0,995475,1
-0.7393889406091863,4,1,2,0,20858,1,0,0,27,7,345,1,149,0,3,2.0,0,229438,1
1.794066212896121,8,1,3,0,69593,0,0,0,28,8,158,1,10,0,3,3.0,0,2783720,2
0.1104680412018032,9,1,1,0,20412,1,0,2,20,7,259,2,457,0,3,1.0,0,285768,2
1.5301166797035874,2,1,1,0,55024,1,0,1,21,8,14,3,71,0,3,1.0,0,1595696,1
-0.12649871178607022,1,1,1,0,66992,1,0,0,27,7,345,1,339,0,3,1.0,0,870896,1
0.1104680412018032,6,1,2,0,62736,1,1,2,20,5,117,1,732,0,3,0.0,0,878304,2
1.4910527674134546,7,0,1,0,-6515,0,0,0,21,8,48,1,586,0,3,2.0,0,-182420,1
1.5301166797035874,3,1,0,0,96845,0,0,0,21,1,158,2,321,0,3,2.0,0,2808505,1
-0.7393889406091863,6,2,2,0,68416,0,0,0,21,8,177,1,239,0,3,2.0,0,752576,1
-0.12649871178607022,4,1,2,0,70875,1,0,2,15,7,246,2,203,0,3,2.0,0,921375,2
0.1104680412018032,9,2,1,0,69957,1,0,2,26,7,345,1,578,0,3,1.0,0,979398,2
0.3117923120229502,4,1,2,0,-3400,1,0,0,21,8,101,2,554,1,1,2.0,101,-51000,0
0.3117923120229502,9,1,1,0,93499,1,0,0,28,3,101,3,394,0,0,1.0,0,1402485,0
-1.1347606172417983,1,1,0,0,78970,1,0,0,27,7,121,1,69,0,3,1.0,0,789700,1
-0.7393889406091863,9,1,0,0,66349,0,0,0,11,1,158,4,674,0,3,2.0,0,729839,1
0.1104680412018032,7,2,1,0,30050,0,0,2,26,7,152,1,209,0,3,2.0,0,420700,2
1.5301166797035874,3,1,0,0,18203,0,0,0,13,1,158,4,828,0,3,2.0,0,527887,1
-0.7393889406091863,0,2,1,0,96048,1,1,0,18,1,158,2,75,0,3,2.0,0,1056528,1
1.7031245344798684,4,2,2,0,77514,0,0,0,17,4,66,2,384,0,3,2.0,0,2712990,1
0.3117923120229502,4,1,2,0,-3518,1,0,0,17,8,87,1,58,0,0,2.0,0,-52770,0
-1.1347606172417983,7,1,2,0,28293,1,0,2,16,7,259,3,550,0,3,1.0,0,282930,2
-0.7393889406091863,4,2,1,0,72961,1,0,2,16,7,126,2,379,0,3,2.0,0,802571,2
-1.1347606172417983,0,2,1,0,74220,0,0,1,3,0,826,1,603,0,3,2.0,0,742200,1
1.4910527674134546,3,1,0,0,38341,1,0,0,13,8,101,1,479,0,0,1.0,0,1073548,0
-0.7393889406091863,0,0,1,0,88468,1,1,0,7,4,271,4,867,0,3,2.0,0,973148,1
1.1537896267623609,6,1,1,0,66557,0,0,1,6,8,158,2,770,0,3,2.0,0,1464254,1
-1.1347606172417983,6,2,1,0,91648,1,1,0,7,4,271,4,863,0,3,0.0,0,916480,1
1.225725007024941,0,1,1,0,73834,0,0,0,30,9,826,1,668,2,2,2.0,1652,1698182,0
0.3117923120229502,9,1,1,0,84190,1,0,0,4,1,158,1,221,0,3,1.0,0,1262850,1
-1.1347606172417983,7,2,1,0,13536,1,1,0,20,0,158,3,416,0,3,0.0,0,135360,1
1.4006900789382812,4,1,1,0,72149,0,0,0,30,5,132,1,498,0,3,2.0,0,1875874,1
0.3117923120229502,9,0,0,0,52595,1,0,0,7,4,189,3,255,0,3,1.0,0,788925,1
-0.12649871178607022,9,1,1,0,78986,1,0,0,27,7,345,4,525,0,3,1.0,0,1026818,1
1.794066212896121,4,2,2,0,-2835,0,0,0,30,7,158,2,386,0,3,2.0,0,-113400,1
1.7438373414103445,10,1,1,0,2412,0,0,0,18,1,158,3,455,0,3,3.0,0,89244,1
